Rk,Player,badcol,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alex Abrines,abrinal01,SG,25,OKC,31,2,588,3.4,9.6,0.357,2.5,7.8,0.323,0.9,1.8,0.5,0.7,0.8,0.923,0.3,2.6,2.9,1.2,1,0.4,0.9,3.2,10.1
2,Quincy Acy,acyqu01,PF,28,PHO,10,0,123,1.2,5.3,0.222,0.6,4.4,0.133,0.6,0.9,0.667,2,2.9,0.7,0.9,6.4,7.3,2.3,0.3,1.2,1.2,7,5
3,Jaylen Adams,adamsja01,PG,22,ATL,34,1,428,3.2,9.3,0.345,2.1,6.2,0.338,1.1,3,0.361,0.6,0.8,0.778,0.9,4.1,5,5.5,1.2,0.4,2.4,3.8,9.1
4,Steven Adams,adamsst01,C,25,OKC,80,80,2669,6.5,10.9,0.595,0,0,0,6.5,10.9,0.596,2,3.9,0.5,5.3,5,10.3,1.7,1.6,1,1.8,2.8,14.9
5,Bam Adebayo,adebaba01,C,21,MIA,82,28,1913,5.3,9.1,0.576,0.1,0.3,0.2,5.2,8.9,0.588,3.1,4.3,0.735,3.1,8.1,11.2,3.5,1.3,1.2,2.3,3.8,13.7
6,Deng Adel,adelde01,SF,21,CLE,19,3,194,2,6.7,0.306,1.1,4.3,0.261,0.9,2.4,0.385,0.7,0.7,1,0.6,3,3.5,0.9,0.2,0.7,1.1,2.4,5.9
7,DeVaughn Akoon-Purcell,akoonde01,SG,25,DEN,7,0,22,4.9,16.4,0.3,0,6.5,0,4.9,9.8,0.5,1.6,3.3,0.5,1.6,4.9,6.5,9.8,3.3,0,3.3,6.5,11.5
8,LaMarcus Aldridge,aldrila01,C,33,SAS,81,81,2687,9.2,17.7,0.519,0.1,0.6,0.238,9,17.1,0.528,4.7,5.5,0.847,3.4,6.6,10,2.6,0.6,1.4,1.9,2.4,23.1
9,Rawle Alkins,alkinra01,SG,21,CHI,10,1,120,3.9,11.7,0.333,0.9,3.6,0.25,3,8.1,0.37,2.4,3.6,0.667,3.3,4.5,7.8,3.9,0.3,0,2.4,2.1,11.1
10,Grayson Allen,allengr01,SG,23,UTA,38,2,416,5.8,15.4,0.376,2.8,8.6,0.323,3,6.8,0.443,3.9,5.2,0.75,0.3,1.7,2,2.2,0.5,0.5,2.9,4.1,18.3
11,Jarrett Allen,allenja01,C,20,BRK,80,80,2096,5.8,9.8,0.59,0.1,0.8,0.133,5.7,9,0.629,3.4,4.8,0.709,3.3,8.3,11.5,1.9,0.7,2.1,1.8,3.2,15
12,Kadeem Allen,allenka01,SG,26,NYK,19,1,416,5.6,12.2,0.461,1.5,3.1,0.472,4.2,9.1,0.457,3.6,4.7,0.778,0.7,3.7,4.4,6.6,1.4,0.3,2.3,4,16.4
13,Al-Farouq Aminu,aminual01,PF,28,POR,81,81,2292,4,9.3,0.433,1.5,4.4,0.343,2.5,4.9,0.514,2.4,2.7,0.867,1.8,7.8,9.6,1.6,1.1,0.5,1.1,2.2,11.9
14,Justin Anderson,anderju01,SF,25,ATL,48,4,463,5,12.2,0.408,1.9,6,0.312,3.1,6.2,0.5,2,2.7,0.743,1.9,4.7,6.5,1.8,1.7,1,1.8,3.7,13.8
15,Kyle Anderson,anderky01,SF,25,MEM,43,40,1281,4.2,7.8,0.543,0.3,1,0.265,4,6.8,0.583,1,1.8,0.578,1.3,5.7,7.1,3.6,1.5,1,1.6,3.1,9.7
16,Ryan Anderson,anderry01,PF,30,TOT,25,8,322,2.3,7.7,0.304,1,4.5,0.225,1.3,3.2,0.414,1.3,1.8,0.75,2,4,6,2.1,0.4,0.1,1.6,2.8,7
17,Ike Anigbogu,anigbik01,C,20,IND,3,0,6,0,18,0,0,0,,0,18,0,0,0,,6,12,18,6,0,6,6,0,0
18,Giannis Antetokounmpo,antetgi01,PF,24,MIL,72,72,2358,11,19,0.578,0.8,3.1,0.256,10.2,15.9,0.641,7.6,10.5,0.729,2.4,11.3,13.7,6.5,1.4,1.7,4.1,3.5,30.4
19,Kostas Antetokounmpo,antetko01,PF,21,DAL,2,0,11,0,9.8,0,0,0,,0,9.8,0,6.5,13.1,0.5,0,3.3,3.3,0,6.5,0,3.3,0,6.5
20,Carmelo Anthony,anthoca01,PF,34,HOU,10,2,294,6,14.8,0.405,2.6,7.8,0.328,3.4,7,0.491,1.8,2.7,0.682,1.1,5.5,6.6,0.6,0.5,0.9,1,3.9,16.4
21,OG Anunoby,anunoog01,SF,21,TOR,67,6,1352,4.9,10.8,0.453,1.8,5.4,0.332,3.1,5.4,0.574,1,1.7,0.581,1.5,3.7,5.2,1.3,1.2,0.6,1.5,3.7,12.5
22,Ryan Arcidiacono,arcidry01,PG,24,CHI,81,32,1961,3.4,7.7,0.447,1.5,4,0.373,1.9,3.7,0.527,1.6,1.9,0.873,0.5,3.5,4,4.9,1.2,0.1,1.2,3.1,10
23,Trevor Ariza,arizatr01,SF,33,TOT,69,69,2349,4.5,11.3,0.399,2.2,6.7,0.334,2.3,4.6,0.493,2,2.5,0.793,0.8,4.9,5.7,3.9,1.4,0.3,1.6,2,13.2
24,D.J. Augustin,augusdj01,PG,31,ORL,81,81,2269,5,10.7,0.47,2.1,4.9,0.421,3,5.8,0.511,2.9,3.3,0.866,0.7,2.6,3.2,6.8,0.8,0.1,2,1.8,15
25,Deandre Ayton,aytonde01,C,20,PHO,71,70,2183,8.4,14.3,0.585,0,0.1,0,8.4,14.3,0.588,2.3,3.1,0.746,3.7,8.3,12,2.1,1,1.1,2.1,3.4,19.1
26,Dwayne Bacon,bacondw01,SG,23,CHO,43,13,759,5.8,12.2,0.475,1.8,4.1,0.437,4,8.1,0.494,1.6,2.2,0.739,0.4,3.8,4.2,2.2,0.6,0.2,0.9,3.4,15
27,Marvin Bagley III,baglema01,PF,19,SAC,62,4,1567,8.2,16.2,0.504,0.7,2.2,0.313,7.5,14,0.534,4.2,6,0.691,3.7,7.1,10.8,1.4,0.8,1.4,2.3,2.8,21.2
28,Ron Baker,bakerro01,SG,25,TOT,15,0,152,0.9,4.7,0.2,0.2,3.1,0.077,0.7,1.7,0.429,1.2,1.4,0.833,0.2,2.4,2.6,3.6,1.4,0.2,1.2,4.3,3.3
29,Wade Baldwin,baldwwa01,PG,22,POR,16,0,94,3.8,12.6,0.303,0.8,3.4,0.222,3.1,9.2,0.333,3.1,4.2,0.727,0.8,5,5.7,4.6,0.4,0.8,5.4,4.2,11.5
30,Lonzo Ball,balllo01,PG,21,LAL,47,45,1423,4.7,11.5,0.406,1.9,5.8,0.329,2.8,5.8,0.482,0.5,1.2,0.417,1.4,5,6.3,6.5,1.7,0.5,2.6,2.9,11.8
31,Mo Bamba,bambamo01,C,20,ORL,47,1,766,5.5,11.4,0.481,1,3.3,0.3,4.5,8.1,0.555,1.7,3,0.587,3,7.9,11,1.8,0.6,3,2,4.8,13.7
32,J.J. Barea,bareajo01,PG,34,DAL,38,0,752,7.7,18.4,0.418,1.8,6.1,0.297,5.9,12.3,0.479,2.6,3.7,0.705,0.6,3.9,4.5,10.1,1.1,0,3.4,2.4,19.9
33,Harrison Barnes,barneha02,PF-SF,26,TOT,77,77,2533,6.1,14.6,0.42,2.5,6.3,0.395,3.7,8.3,0.439,3.3,4,0.824,0.8,4.3,5.1,1.6,0.7,0.2,1.4,1.7,18
34,Will Barton,bartowi01,SF,28,DEN,43,38,1189,5.6,13.9,0.402,2,5.9,0.342,3.6,8,0.447,1.7,2.2,0.77,1,5.1,6,3.8,0.5,0.7,2,2.5,15
35,Keita Bates-Diop,bateske01,SF,23,MIN,30,3,503,4.3,10.2,0.423,0.9,3.7,0.25,3.4,6.4,0.522,1.3,2,0.643,1.1,4.8,5.9,1.2,1.3,1,1,2.1,10.8
36,Nicolas Batum,batumni01,SF,30,CHO,75,72,2354,3.9,8.6,0.45,1.8,4.6,0.389,2.1,4,0.519,1.2,1.4,0.865,1.1,4.9,6,3.8,1.1,0.7,1.8,2.1,10.7
37,Jerryd Bayless,bayleje01,PG,30,MIN,34,6,657,4.5,12.6,0.357,1.6,5.4,0.296,2.9,7.2,0.402,0.9,1.5,0.571,0.6,2.8,3.4,6.5,1,0.1,1.8,3.1,11.5
38,Aron Baynes,baynear01,C,32,BOS,51,18,821,4.6,9.8,0.471,0.9,2.7,0.344,3.7,7.1,0.519,2.3,2.7,0.855,3.9,6.7,10.5,2.5,0.5,1.5,1.8,5.5,12.5
39,Kent Bazemore,bazemke01,SG,29,ATL,67,35,1643,6.1,15.1,0.402,2.1,6.6,0.32,4,8.6,0.465,2.8,3.8,0.726,0.8,4.9,5.7,3.3,2,0.9,2.7,3.7,17.1
40,Bradley Beal,bealbr01,SG,25,WAS,82,82,3028,9.1,19.1,0.475,2.5,7.1,0.351,6.6,12,0.548,4.3,5.3,0.808,1.1,3.8,4.9,5.3,1.4,0.7,2.7,2.7,25
41,Malik Beasley,beaslma01,SG,22,DEN,81,18,1879,6.7,14.1,0.474,3.1,7.8,0.402,3.6,6.4,0.56,1.1,1.3,0.848,0.7,3.2,3.8,1.9,1.1,0.2,1.1,2.2,17.6
42,Michael Beasley,beaslmi01,PF,30,LAL,26,2,277,9.7,19.9,0.49,0.4,2.2,0.176,9.4,17.7,0.529,3.6,5.1,0.718,1.7,6.1,7.8,3.2,1.2,1.3,3.5,5.5,23.5
43,Marco Belinelli,belinma01,SG,32,SAS,79,1,1815,5.7,13.7,0.413,2.9,7.8,0.372,2.7,5.9,0.468,2.2,2.5,0.903,0.3,3.6,3.9,2.6,0.7,0.2,1.4,2.4,16.4
44,Jordan Bell,belljo01,C,24,GSW,68,3,788,4.5,8.8,0.516,0,0.1,0,4.5,8.7,0.521,1.1,1.9,0.61,2.5,5.9,8.4,3.5,0.9,2.3,1.9,3.7,10.2
45,DeAndre' Bembry,bembrde01,SG,24,ATL,82,15,1931,5.1,11.5,0.446,0.9,3.2,0.289,4.2,8.3,0.508,1.6,2.5,0.64,1,5.7,6.7,3.8,2,0.8,2.6,3.5,12.8
46,Dragan Bender,bendedr01,PF,21,PHO,46,27,826,3.8,8.6,0.447,1,4.4,0.218,2.9,4.2,0.688,1.4,2.4,0.593,1.5,6.5,8,2.4,0.8,1,1.6,3.9,10
47,Dairis Bert?ns,bertada02,SG,29,NOP,12,0,167,2.6,10.1,0.255,2.2,7.3,0.294,0.4,2.8,0.154,0,0,,0.4,1.5,1.9,2.2,0.2,0,0.4,1.5,7.3
48,D?vis Bert?ns,bertada01,PF,26,SAS,76,12,1632,4.5,10,0.45,3.2,7.5,0.429,1.3,2.5,0.513,1.2,1.3,0.883,0.5,5.3,5.8,2.2,0.8,0.7,0.9,2.9,13.4
49,Patrick Beverley,beverpa01,PG,30,LAC,78,49,2137,3.3,8,0.407,1.9,4.8,0.397,1.4,3.3,0.421,1.6,2.1,0.78,1.3,5.3,6.5,5.1,1.1,0.7,1.4,4.5,10
50,Khem Birch,birchkh01,C,26,ORL,50,1,643,5.1,8.5,0.603,0,0.1,0,5.1,8.4,0.607,3.2,4.6,0.699,4.4,6.2,10.6,2.1,1,1.6,1.1,4,13.4
51,Bismack Biyombo,biyombi01,C,26,CHO,54,32,783,4.1,7.2,0.571,0,0,,4.1,7.2,0.571,2.7,4.2,0.637,3.7,7.6,11.4,1.5,0.5,1.9,1.6,4.7,10.9
52,Nemanja Bjelica,bjeline01,PF,30,SAC,77,70,1788,5.7,11.9,0.479,2.1,5.2,0.401,3.6,6.8,0.539,1.4,1.9,0.761,2.5,6.4,8.9,3,1.1,1.1,1.7,4,14.9
53,Antonio Blakeney,blakean01,SG,22,CHI,57,3,829,7.2,17.2,0.419,1.6,4,0.396,5.6,13.2,0.426,2.2,3.3,0.658,0.3,4.3,4.6,1.8,0.5,0.4,1.5,1.8,18.2
54,Eric Bledsoe,bledser01,PG,29,MIL,78,78,2272,7.4,15.4,0.484,2,6,0.329,5.5,9.4,0.582,2.8,3.7,0.75,1.3,4.4,5.7,6.8,1.8,0.5,2.6,2.5,19.7
55,Jaron Blossomgame,blossja01,SF,25,CLE,27,4,439,3.9,8.7,0.443,0.8,3.2,0.256,3,5.5,0.552,0.8,1.1,0.769,2.1,5.9,8,1.1,0.6,0.7,0.9,1.6,9.3
56,Bogdan Bogdanovi?,bogdabo01,SG,26,SAC,70,17,1947,6.7,16,0.418,2.5,6.9,0.36,4.2,9.1,0.462,2.5,3,0.827,0.7,3.8,4.5,4.9,1.3,0.3,2.2,2.6,18.3
57,Bojan Bogdanovi?,bogdabo02,SF,29,IND,81,81,2573,7.3,14.7,0.497,2.3,5.4,0.425,5,9.3,0.538,3.4,4.3,0.807,0.5,4.2,4.7,2.3,1,0,1.9,1.9,20.3
58,Andrew Bogut,bogutan01,C,34,GSW,11,5,134,4.8,9.7,0.5,0,0,,4.8,9.7,0.5,0.8,0.8,1,3.2,11.6,14.8,3,0.8,2.1,2.1,5.9,10.5
59,Jonah Bolden,boldejo01,PF,23,PHI,44,10,639,4.5,9.1,0.494,1.9,5.4,0.354,2.6,3.7,0.697,0.7,1.5,0.481,2.6,6.6,9.3,2.3,1,2.2,2,5.6,11.7
60,Isaac Bonga,bongais01,PG,19,LAL,22,0,120,1.5,9.9,0.152,0,2.4,0,1.5,7.5,0.2,2.7,4.5,0.6,2.7,4.8,7.5,4.5,2.7,1.2,1.8,2.7,5.7
61,Devin Booker,bookede01,SG,22,PHO,64,64,2242,9.4,20.2,0.467,2.2,6.6,0.326,7.2,13.5,0.536,6.3,7.3,0.866,0.6,3.6,4.3,7,0.9,0.2,4.2,3.2,27.3
62,Chris Boucher,bouchch01,PF,26,TOR,28,0,163,7.5,16.8,0.447,2.7,8.2,0.324,4.9,8.6,0.564,2.9,3.3,0.867,3.5,8.8,12.4,0.4,1.3,5.3,1.5,6.8,20.5
63,Avery Bradley,bradlav01,SG,28,TOT,63,63,1905,4.7,11.5,0.408,1.6,4.6,0.351,3.1,6.9,0.446,0.8,0.9,0.86,0.8,2.5,3.3,2.9,0.8,0.3,1.7,3.2,11.8
64,Tony Bradley,bradlto01,C,21,UTA,3,0,36,8,16,0.5,0,0,,8,16,0.5,1,2,0.5,9,6,15,1,2,2,3,6,17
65,Corey Brewer,breweco01,SF,32,TOT,31,3,492,3.9,9,0.431,1,3.2,0.318,2.9,5.8,0.494,2.3,3.1,0.721,1.9,3.7,5.6,2.9,2.3,0.5,1.4,4.6,11
66,Mikal Bridges,bridgmi01,SF,22,PHO,82,56,2417,3.6,8.4,0.43,1.6,4.7,0.335,2,3.7,0.548,1.4,1.8,0.805,0.8,3.1,3.9,2.6,1.9,0.6,1,3,10.2
67,Miles Bridges,bridgmi02,SF,20,CHO,80,25,1696,5,10.8,0.464,1.4,4.2,0.325,3.7,6.6,0.553,1.2,1.6,0.753,1.4,5.4,6.9,2,1.2,1,1.1,2.4,12.7
68,Isaiah Briscoe,briscis01,PG,22,ORL,39,0,559,3.5,8.9,0.399,0.7,2.2,0.324,2.8,6.7,0.423,1,1.7,0.577,0.3,4.4,4.8,5.6,0.7,0.1,2,4.3,8.8
69,Ryan Broekhoff,broekry01,SG,28,DAL,42,0,453,4.5,10,0.452,3,7.4,0.409,1.5,2.6,0.576,1.2,1.5,0.789,0.6,4.4,5,1.7,0.5,0.3,1.3,2.8,13.3
70,Malcolm Brogdon,brogdma01,SG,26,MIL,64,64,1832,7.4,14.7,0.505,2,4.8,0.426,5.4,9.9,0.544,2.8,3,0.928,1.3,4.4,5.7,4,0.9,0.3,1.8,2,19.7
71,Dillon Brooks,brookdi01,SF,23,MEM,18,0,330,5.3,13.3,0.402,1.6,4.4,0.375,3.7,8.9,0.415,2.4,3.3,0.733,1,2.4,3.4,1.7,1.1,0.4,2.1,5.5,14.7
72,MarShon Brooks,brookma01,SG,30,MEM,29,0,387,7.1,15.7,0.45,1.4,5,0.278,5.7,10.7,0.53,2.1,3.1,0.697,1.1,3.1,4.2,2.3,0.8,0.4,2,3.1,17.7
73,Bruce Brown,brownbr01,SG,22,DET,74,56,1449,3.1,7.8,0.398,0.6,2.3,0.258,2.5,5.5,0.457,1.1,1.5,0.75,1.2,3.4,4.6,2.3,1,0.9,1.1,4.4,7.9
74,Jaylen Brown,brownja02,SG,22,BOS,74,25,1913,6.9,14.9,0.465,1.8,5.2,0.344,5.1,9.7,0.529,2.5,3.8,0.658,1.2,4.7,5.9,1.9,1.3,0.6,1.9,3.5,18.1
75,Lorenzo Brown,brownlo01,PG,28,TOR,26,0,212,3.9,12.1,0.324,1,4.8,0.214,2.9,7.3,0.395,0.5,0.5,1,0.8,4.4,5.3,4.8,2,0.8,2.7,3.7,9.3
76,Sterling Brown,brownst02,SG,23,MIL,58,7,1034,5,10.9,0.465,1.8,5.1,0.361,3.2,5.7,0.558,1,1.5,0.69,1,5.4,6.4,2.9,0.9,0.3,1.6,3.1,13
77,Troy Brown Jr.,browntr01,SF,19,WAS,52,10,730,4.8,11.5,0.415,1.1,3.4,0.319,3.7,8.1,0.455,1.6,2.3,0.681,1.7,5.4,7.2,3.9,1,0.2,1.5,2.8,12.2
78,Jalen Brunson,brunsja01,PG,22,DAL,73,38,1591,6,12.8,0.467,1.4,4.1,0.348,4.5,8.7,0.523,2,2.7,0.725,0.6,3.3,3.8,5.2,0.8,0.1,2,2.9,15.3
79,Thomas Bryant,bryanth01,C,21,WAS,72,53,1496,7.4,12.1,0.616,0.8,2.4,0.333,6.6,9.7,0.685,2.6,3.3,0.781,2.7,8.2,10.9,2.2,0.6,1.6,1.4,3,18.2
80,Reggie Bullock,bullore01,SG,27,TOT,63,60,1879,4.7,11.4,0.412,2.8,7.5,0.377,1.9,3.9,0.483,1.4,1.6,0.859,0.4,2.9,3.3,2.5,0.8,0.2,1.2,2.1,13.6
81,Trey Burke,burketr01,PG,26,TOT,58,8,1125,7.6,17.5,0.431,1.8,5.1,0.352,5.8,12.4,0.463,3.3,4,0.831,0.9,2.3,3.2,5.1,1.1,0.2,1.6,1.9,20.2
82,Alec Burks,burksal01,SG,27,TOT,64,24,1375,5,12.4,0.405,1.6,4.4,0.363,3.4,8,0.428,3,3.7,0.823,0.8,5.4,6.2,3.4,1,0.5,1.7,2.4,14.7
83,Deonte Burton,burtode02,SG,25,OKC,32,0,240,5,12.3,0.402,1.2,4.1,0.296,3.7,8.2,0.455,1.2,1.8,0.667,0.6,3.6,4.2,1.4,0.9,1.2,1.4,4.6,12.3
84,Jimmy Butler,butleji01,SF-SG,29,TOT,65,65,2185,6.9,14.9,0.462,1.1,3.2,0.347,5.8,11.7,0.494,5.1,6,0.855,2,3.6,5.6,4.3,2,0.6,1.6,1.8,20
85,Bruno Caboclo,cabocbr01,SF,23,MEM,34,19,800,4.3,10.1,0.427,2.2,5.9,0.369,2.2,4.3,0.505,1.9,2.3,0.84,1.9,5.2,7.1,2.3,0.6,1.5,1.7,3.6,12.7
86,José Calderón,caldejo01,PG,37,DET,49,0,632,2.6,6.8,0.375,0.8,3.2,0.246,1.8,3.6,0.492,0.5,0.6,0.818,0.6,2.8,3.4,6.6,0.9,0.2,2,3.6,6.4
87,Kentavious Caldwell-Pope,caldwke01,SG,25,LAL,82,23,2035,5.7,13.4,0.43,2.7,7.7,0.347,3.1,5.7,0.542,2.4,2.8,0.867,0.8,3.4,4.2,1.9,1.3,0.2,1.1,2.4,16.6
88,Isaiah Canaan,canaais01,PG,27,TOT,30,16,629,3.7,9.4,0.39,1.9,5.5,0.354,1.7,3.9,0.441,1.1,1.4,0.792,0.3,3,3.3,4.8,0.8,0.1,2,3,10.4
89,Clint Capela,capelca01,C,24,HOU,67,67,2249,7.6,11.7,0.648,0,0,,7.6,11.7,0.648,2.7,4.2,0.636,4.8,8.8,13.6,1.5,0.7,1.6,1.5,2.7,17.8
90,DeMarre Carroll,carrode01,PF,32,BRK,67,8,1703,4.8,12.2,0.395,2.2,6.6,0.342,2.6,5.6,0.457,3.9,5.1,0.76,1.4,5.9,7.4,1.8,0.7,0.2,1.5,2.4,15.7
91,Jevon Carter,carteje01,PG,23,MEM,39,3,577,3.5,11.5,0.303,2.1,6.4,0.333,1.4,5.2,0.265,1.6,2,0.813,0.9,3.2,4.1,4.3,1.6,0.7,2.1,3.4,10.7
92,Vince Carter,cartevi01,PF,42,ATL,76,9,1330,5.3,12.7,0.419,3.3,8.6,0.389,2,4.1,0.48,1.3,1.8,0.712,0.8,4.4,5.3,2.4,1.2,0.7,1.3,3.8,15.2
93,Wendell Carter Jr.,cartewe01,C,19,CHI,44,44,1110,5.8,12,0.485,0.2,1,0.188,5.6,11,0.513,2.9,3.6,0.795,2.8,7.1,10,2.5,0.8,1.9,2.1,4.9,14.8
94,Michael Carter-Williams,cartemi01,PG,27,TOT,28,1,372,4.5,11.9,0.374,1,3.7,0.263,3.5,8.2,0.424,3.1,5.1,0.604,1.8,4.9,6.8,6.8,1.9,1.5,1.9,4.6,13
95,Alex Caruso,carusal01,PG,24,LAL,25,4,531,5.2,11.7,0.445,1.6,3.4,0.48,3.6,8.3,0.431,3.5,4.3,0.797,1.4,3.2,4.5,5.2,1.6,0.6,2.8,3.7,15.5
96,Omri Casspi,casspom01,SF,30,MEM,36,0,520,6,11.1,0.534,1,3,0.349,4.9,8.2,0.602,2.7,4,0.672,1.2,6.8,8,1.8,1.4,0.6,1.6,2.4,15.6
97,Willie Cauley-Stein,caulewi01,C,25,SAC,81,81,2213,6.7,12.1,0.556,0,0,0.5,6.7,12,0.556,2.3,4.1,0.551,2.9,8.1,11,3.2,1.6,0.8,1.4,3.7,15.7
98,Troy Caupain,caupatr01,PG,23,ORL,4,0,16,9,18,0.5,4.5,6.8,0.667,4.5,11.3,0.4,0,0,,2.3,4.5,6.8,9,2.3,0,0,0,22.5
99,Tyler Cavanaugh,cavanty01,PF,24,UTA,11,0,39,2.8,9.2,0.3,0.9,4.6,0.2,1.8,4.6,0.4,1.8,1.8,1,2.8,4.6,7.4,0.9,0,0,0.9,2.8,8.3
100,Tyson Chandler,chandty01,C,36,TOT,55,6,875,2.5,4.1,0.616,0,0,0,2.5,4,0.622,2.1,3.6,0.586,3.8,8.8,12.6,1.5,0.9,0.9,1.7,4.5,7.1
101,Wilson Chandler,chandwi01,PF-SF,31,TOT,51,33,1177,3.5,8.4,0.418,1.8,4.8,0.373,1.7,3.5,0.478,0.6,0.8,0.72,1.5,5.1,6.6,2.5,0.8,0.6,1.4,3.8,9.3
102,Joe Chealey,chealjo01,PG,23,CHO,1,0,8,4.5,13.5,0.333,0,0,,4.5,13.5,0.333,0,0,,0,0,0,4.5,0,0,0,4.5,9
103,Chris Chiozza,chiozch01,PG,23,HOU,7,0,33,2.2,8.7,0.25,2.2,5.5,0.4,0,3.3,0,0,0,,1.1,3.3,4.4,4.4,1.1,1.1,1.1,2.2,6.5
104,Marquese Chriss,chrisma01,PF,21,TOT,43,2,499,4.8,13,0.372,1.2,5.2,0.222,3.7,7.8,0.472,2.3,3.2,0.711,2.9,7.4,10.2,1.6,1.2,0.8,2.6,5.8,13.1
105,Gary Clark,clarkga01,PF,24,HOU,51,2,641,2.8,8.5,0.331,2.3,7.8,0.297,0.5,0.7,0.692,0.4,0.4,1,1.3,5.2,6.5,1,1.1,1.5,0.4,2.6,8.3
