Rk,Player,badcol,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
423,Devin Robinson,robinde01,SF,23,WAS,7,0,95,7.2,12.1,0.594,0,0.8,0,7.2,11.4,0.633,3.4,5.3,0.643,2.3,5.3,7.6,2.3,1.5,2.3,0.8,4.2,17.8
424,Duncan Robinson,robindu01,PF,24,MIA,15,1,161,4,10.3,0.391,2.2,7.8,0.286,1.8,2.5,0.727,0.9,1.3,0.667,0.4,3.8,4.2,1.1,1.1,0,0.9,2.5,11.2
425,Glenn Robinson III,robingl02,SF,25,DET,47,18,610,4.4,10.4,0.42,1.1,3.7,0.29,3.3,6.7,0.491,1.9,2.4,0.8,1,3.2,4.2,1.2,0.8,0.5,1.1,2.7,11.7
426,Jerome Robinson,robinje01,SG,21,LAC,33,0,320,5,12.4,0.4,2,6.4,0.316,2.9,6,0.491,0.7,1,0.667,0.3,4.3,4.6,2.1,1.2,0.3,1.5,5.2,12.6
427,Mitchell Robinson,robinmi01,C,20,NYK,66,19,1360,5.3,7.7,0.694,0,0,,5.3,7.7,0.694,2.1,3.6,0.6,4.7,6.5,11.2,1,1.4,4.3,0.9,5.7,12.8
428,Rajon Rondo,rondora01,PG,32,LAL,46,29,1369,4.6,11.4,0.405,1.3,3.7,0.359,3.3,7.6,0.428,0.6,0.9,0.639,0.9,5.5,6.4,9.7,1.5,0.2,3.3,2.6,11.1
429,Derrick Rose,rosede01,PG,30,MIN,51,13,1392,9.4,19.5,0.482,1.4,3.8,0.37,8,15.7,0.509,3.5,4.1,0.856,0.9,2.8,3.6,5.7,0.8,0.3,2.1,1.5,23.7
430,Terrence Ross,rosste01,SG,27,ORL,81,0,2150,7.4,17.2,0.428,3.6,9.5,0.383,3.7,7.7,0.484,2.1,2.4,0.875,0.5,4.2,4.7,2.3,1.2,0.5,1.5,2,20.5
431,Terry Rozier,roziete01,PG,24,BOS,79,14,1791,5.2,13.4,0.387,2.4,6.8,0.353,2.8,6.6,0.422,1.5,1.9,0.785,0.6,5.5,6.2,4.6,1.4,0.4,1.4,2,14.2
432,Ricky Rubio,rubiori01,PG,28,UTA,68,67,1899,5.6,13.8,0.404,1.5,4.8,0.311,4.1,9,0.454,3.7,4.3,0.855,0.6,4,4.6,7.9,1.7,0.2,3.4,3.4,16.4
433,D'Angelo Russell,russeda01,PG,22,BRK,81,81,2448,9.7,22.3,0.434,3.4,9.3,0.369,6.2,13,0.482,2.4,3,0.78,0.8,3.9,4.6,8.3,1.5,0.3,3.7,2.1,25.2
434,Domantas Sabonis,sabondo01,C,22,IND,74,5,1838,8.1,13.7,0.59,0.2,0.3,0.529,7.9,13.4,0.592,4.1,5.7,0.715,3.6,9.9,13.5,4.2,0.9,0.6,3.1,4.7,20.4
435,Brandon Sampson,sampsbr01,SG,21,CHI,14,2,214,4.7,10.1,0.467,1.9,4.9,0.379,2.9,5.2,0.548,0.7,1,0.667,0.5,2.2,2.7,1.7,1.3,0.5,2,3.2,11.9
436,JaKarr Sampson,sampsja02,SF,25,CHI,4,0,127,8.2,15.3,0.537,1.4,4,0.357,6.8,11.3,0.6,4.8,6,0.81,1.4,7.7,9.1,1.1,1.1,0.9,1.1,2.3,22.7
437,Dario Saric,saricda01,PF,24,TOT,81,41,2023,5.4,12.4,0.437,2.1,5.7,0.365,3.3,6.6,0.499,2.3,2.7,0.88,2.2,5.9,8.1,2.3,0.8,0.2,1.7,3.2,15.3
438,Tomas Satoransky,satorto01,PG,27,WAS,80,54,2164,4.3,8.8,0.485,1.1,2.7,0.395,3.2,6.1,0.524,2.2,2.7,0.819,1.4,3.3,4.6,6.6,1.4,0.2,2,2.9,11.8
439,Dennis Schröder,schrode01,PG,25,OKC,79,14,2314,7.1,17.2,0.414,1.9,5.7,0.341,5.2,11.5,0.45,2.9,3.5,0.819,0.6,3.8,4.4,5,1,0.2,2.7,2.9,19
440,Mike Scott,scottmi01,PF,30,TOT,79,3,1395,4.3,10.8,0.4,2.6,6.5,0.401,1.7,4.3,0.399,0.6,0.9,0.667,1.1,6,7.1,1.7,0.7,0.3,1.1,4,11.8
441,Thabo Sefolosha,sefolth01,SF,34,UTA,50,2,609,4.2,8.8,0.477,2,4.6,0.436,2.2,4.2,0.521,0.8,1.3,0.636,0.5,6.8,7.3,1.6,2.5,0.3,1.5,2.4,11.2
442,Wayne Selden,seldewa01,SG,24,TOT,75,13,1439,4.9,12.1,0.406,1.4,4.4,0.316,3.5,7.7,0.456,1.7,2.3,0.728,0.9,3.6,4.5,2.7,0.8,0.3,2,3.3,12.9
443,Collin Sexton,sextoco01,PG,20,CLE,82,72,2605,7.2,16.7,0.43,1.6,4.1,0.402,5.5,12.6,0.44,3,3.5,0.839,0.8,2.5,3.3,3.4,0.6,0.1,2.6,2.6,18.9
444,Landry Shamet,shamela01,SG,21,TOT,79,27,1802,4.8,11.1,0.431,3.3,7.9,0.422,1.5,3.2,0.453,1.5,1.9,0.806,0.4,2.3,2.7,2.3,0.7,0.2,0.9,3.1,14.4
445,Iman Shumpert,shumpim01,SG,28,TOT,62,41,1481,4.1,10.8,0.374,2.3,6.6,0.348,1.8,4.2,0.416,0.9,1.1,0.8,0.7,3.8,4.4,2.7,1.4,0.6,1.2,3.1,11.3
446,Pascal Siakam,siakapa01,PF,24,TOR,80,79,2548,7.3,13.4,0.549,1.1,3,0.369,6.2,10.3,0.602,3.3,4.3,0.785,1.8,6,7.8,3.5,1,0.7,2.2,3.4,19.1
447,Jordan Sibert,siberjo01,SG,26,ATL,1,0,4,9,9,1,9,9,1,0,0,,0,0,,0,0,0,0,0,0,0,0,27
448,Ben Simmons,simmobe01,PG,22,PHI,79,79,2700,7.2,12.8,0.563,0,0.1,0,7.2,12.7,0.566,3.4,5.7,0.6,2.3,7,9.3,8.1,1.5,0.8,3.7,2.8,17.8
449,Jonathon Simmons,simmojo02,SG-SF,29,TOT,56,9,1064,4.5,11.8,0.38,0.9,3.5,0.269,3.6,8.3,0.427,2.4,3.3,0.742,0.9,3.3,4.3,4.3,1,0.5,2.3,3,12.4
450,Kobi Simmons,simmoko01,PG,21,CLE,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
451,Anfernee Simons,simonan01,SG,19,POR,20,1,141,7.1,16.1,0.444,2.6,7.4,0.345,4.6,8.7,0.529,2.3,4.1,0.563,0.8,2.6,3.3,3.3,0.3,0,2.8,2.3,19.1
452,Marcus Smart,smartma01,SG,24,BOS,80,60,2200,3.9,9.3,0.422,2.1,5.7,0.364,1.8,3.6,0.511,1.7,2.1,0.806,0.9,2.9,3.8,5.3,2.3,0.5,2,3.3,11.6
453,Dennis Smith Jr.,smithde03,PG,21,TOT,53,50,1508,6.6,15.5,0.428,1.6,5,0.322,5,10.6,0.477,2.4,3.7,0.635,0.8,2.9,3.7,6,1.6,0.5,3.7,3.1,17.2
454,Ish Smith,smithis01,PG,30,DET,56,0,1251,5.9,14.1,0.419,1.3,3.9,0.326,4.6,10.2,0.455,1.4,1.8,0.758,0.7,3.5,4.2,5.8,0.8,0.3,1.8,3.1,14.4
455,J.R. Smith,smithjr01,SG,33,CLE,11,4,222,4.4,12.8,0.342,1.9,6.3,0.308,2.4,6.5,0.375,1.3,1.6,0.8,0,2.9,2.9,3.4,1.8,0.5,1.8,3.1,12
456,Jason Smith,smithja02,PF-C,32,TOT,20,1,190,4,11.2,0.356,1.7,4.9,0.346,2.3,6.3,0.364,2.7,3,0.875,3,6.8,9.9,2.7,0.6,1.3,2.5,5.7,12.3
457,Zhaire Smith,smithzh01,SG,19,PHI,6,2,111,4.5,11,0.412,1.9,5.2,0.375,2.6,5.8,0.444,1.9,2.6,0.75,1,3.2,4.2,3.2,0.6,0.6,1.9,2.6,13
458,Tony Snell,snellto01,SF,27,MIL,74,12,1304,4.5,10,0.452,2.2,5.6,0.397,2.3,4.3,0.522,1,1.2,0.881,0.8,3.5,4.3,1.9,0.7,0.5,0.6,2.5,12.3
459,Ray Spalding,spaldra01,PF,21,TOT,14,3,148,6.1,11.4,0.532,0,0.7,0,6.1,10.7,0.568,1,2.9,0.333,3.6,8,11.7,1.2,2.2,1.9,2.2,5.6,13.1
460,Omari Spellman,spellom01,PF,21,ATL,46,11,805,4.4,10.9,0.402,2,5.7,0.344,2.4,5.2,0.466,1.4,2,0.711,3.2,5.5,8.7,2.1,1.2,1.1,1.4,3,12.2
461,Nik Stauskas,stausni01,SG,25,TOT,68,0,1015,4.8,12,0.402,2.5,6.7,0.372,2.3,5.3,0.44,2,2.3,0.891,0.6,3.9,4.5,2.9,0.7,0.2,1.8,1.8,14.2
462,D.J. Stephens,stephdj01,SG,28,MEM,1,0,7,5.1,10.3,0.5,0,0,,5.1,10.3,0.5,0,0,,0,0,0,0,5.1,0,5.1,0,10.3
463,Lance Stephenson,stephla01,SG,28,LAL,68,3,1123,5.9,13.8,0.426,2.3,6.3,0.371,3.6,7.5,0.472,1.6,2.3,0.685,1,5.9,6.9,4.5,1.3,0.2,2.8,3.6,15.7
464,Edmond Sumner,sumneed01,PG,23,IND,23,2,210,3.8,11,0.344,1.2,4.6,0.259,2.6,6.3,0.405,2.6,4.1,0.625,1.5,2.6,4.1,1.7,2.1,0.9,1.7,4.5,11.3
465,Caleb Swanigan,swanica01,PF,21,TOT,21,0,178,3.6,10.7,0.34,0.2,1.4,0.143,3.4,9.3,0.37,1.2,1.8,0.667,3.4,9.5,12.9,2.2,1.2,0.2,3.6,5.7,8.7
466,Jayson Tatum,tatumja01,SF,20,BOS,79,79,2455,6.8,15.2,0.45,1.7,4.6,0.373,5.1,10.6,0.483,2.9,3.3,0.855,1,6,7,2.5,1.2,0.8,1.8,2.5,18.2
467,Jeff Teague,teaguje01,PG,30,MIN,42,41,1264,5,11.8,0.423,1,3,0.333,4,8.9,0.453,3.5,4.4,0.804,0.5,2.6,3,9.8,1.2,0.5,2.8,2.6,14.5
468,Garrett Temple,templga01,SG,32,TOT,75,55,2040,3.7,8.7,0.422,1.6,4.7,0.341,2.1,4,0.515,1.4,1.9,0.748,0.5,3.3,3.8,1.9,1.3,0.5,1.2,3.6,10.3
469,Miloš Teodosi?,teodomi01,PG,31,LAC,15,0,150,4.1,9.6,0.425,2.4,6.5,0.37,1.7,3.1,0.538,1,1.7,0.571,0.7,3.1,3.8,7.7,0.7,0.2,5,6.5,11.5
470,Jared Terrell,terreja01,SG,23,MIN,14,0,111,3.9,12.6,0.308,1.3,5.5,0.235,2.6,7.1,0.364,1,1.9,0.5,0.3,1.6,1.9,3.9,1,0.6,3.2,5.2,10.1
471,Emanuel Terry,terryem01,PF,22,TOT,3,0,23,6.3,11,0.571,0,0,,6.3,11,0.571,3.1,6.3,0.5,4.7,6.3,11,3.1,4.7,0,3.1,6.3,15.7
472,Daniel Theis,theisda01,C,26,BOS,66,2,908,5.8,10.5,0.549,1,2.7,0.388,4.8,7.9,0.603,2.2,3,0.737,3.4,5.5,8.9,2.7,0.8,1.7,1.3,6.4,14.8
473,Isaiah Thomas,thomais02,SG,29,DEN,12,0,181,6.8,19.7,0.343,2.4,8.6,0.279,4.4,11.1,0.393,3.4,5.4,0.63,1,1.6,2.6,4.6,1,0.2,3.6,3.4,19.3
474,Khyri Thomas,thomakh01,SG,22,DET,26,0,195,4.1,12.7,0.319,1.8,6.5,0.286,2.2,6.3,0.353,1.3,2,0.636,0.7,3,3.7,1.5,1.3,0.9,0.7,4.1,11.3
475,Lance Thomas,thomala01,PF,30,NYK,46,17,783,3.6,9.1,0.396,1,3.6,0.278,2.6,5.4,0.475,1.2,1.7,0.75,1,4.4,5.4,1.2,0.8,0.3,1.1,3.8,9.4
476,Klay Thompson,thompkl01,SG,28,GSW,78,78,2652,8.9,19,0.467,3.3,8.1,0.402,5.6,10.9,0.516,1.8,2.1,0.816,0.5,3.6,4.1,2.5,1.1,0.6,1.6,2.1,22.8
477,Tristan Thompson,thomptr01,C,27,CLE,43,40,1198,6,11.4,0.529,0,0,,6,11.4,0.529,2,3.2,0.642,5.2,8,13.2,2.6,0.8,0.5,1.8,2.7,14.1
478,Sindarius Thornwell,thornsi01,SG,24,LAC,64,1,313,2,5.6,0.347,0.3,1.7,0.2,1.6,3.9,0.412,2.9,3.9,0.735,0.6,4.5,5.1,2.1,1.6,0.8,2.3,4.7,7.1
479,Anthony Tolliver,tollian01,PF,33,MIN,65,0,1079,3.3,8.6,0.382,2.7,7.2,0.377,0.6,1.5,0.409,1.6,2,0.783,0.5,5.4,5.9,1.5,0.6,0.7,1.2,3,10.9
480,Karl-Anthony Towns,townska01,C,23,MIN,77,77,2545,9.6,18.6,0.518,2,5,0.4,7.6,13.6,0.562,5.3,6.4,0.836,3.7,9.8,13.5,3.7,0.9,1.8,3.4,4.1,26.6
481,Gary Trent Jr.,trentga02,SG,20,POR,15,1,111,5.2,16.2,0.32,1.6,6.8,0.238,3.6,9.4,0.379,1,2.3,0.429,0.3,3.2,3.6,1.6,0.3,0.6,1.3,1.3,13
482,Allonzo Trier,trieral01,SG,23,NYK,64,3,1459,5.7,12.8,0.448,1.3,3.3,0.394,4.4,9.5,0.466,4.4,5.5,0.803,0.8,4.1,4.9,2.9,0.7,0.3,2.9,2.9,17.1
483,P.J. Tucker,tuckepj01,PF,33,HOU,82,82,2802,2.7,6.7,0.396,1.9,5,0.377,0.8,1.7,0.449,0.5,0.8,0.695,1.6,4.6,6.2,1.2,1.7,0.5,0.8,3.2,7.7
484,Evan Turner,turneev01,PG,30,POR,73,2,1605,4.6,9.9,0.46,0.2,1.2,0.212,4.3,8.8,0.494,1.7,2.4,0.708,0.8,6.5,7.4,6.3,0.7,0.4,2.6,2.5,11.1
485,Myles Turner,turnemy01,C,22,IND,74,74,2119,6.5,13.3,0.487,1.3,3.3,0.388,5.2,9.9,0.521,2.5,3.4,0.736,1.7,7.3,9,2,1,3.4,1.7,3.3,16.7
486,Ekpe Udoh,udohek01,C,31,UTA,51,1,320,5.6,8.1,0.694,0,0,,5.6,8.1,0.694,2.1,3.4,0.633,3,7.1,10.1,3.2,1.1,3.5,1.5,4.1,13.4
487,Tyler Ulis,ulisty01,PG,23,CHI,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
488,Jonas Valanciunas,valanjo01,C,26,TOT,49,27,1091,9.9,17.8,0.559,0.5,1.6,0.292,9.5,16.2,0.586,4.9,6.1,0.795,3.5,10.3,13.8,2.3,0.6,1.7,3,4.8,25.2
489,Jarred Vanderbilt,vandeja01,PF,19,DEN,17,0,69,4.7,9.9,0.474,0,0.5,0,4.7,9.4,0.5,3.1,5.2,0.6,3.7,8.3,12,1.6,3.1,0.5,4.2,4.2,12.5
490,Fred VanVleet,vanvlfr01,PG,24,TOR,64,28,1760,5,12.3,0.41,2.3,6.1,0.378,2.7,6.2,0.441,2,2.4,0.843,0.4,3,3.4,6.3,1.2,0.4,1.7,2.3,14.3
491,Noah Vonleh,vonleno01,PF,23,NYK,68,57,1722,4.3,9.2,0.47,1,2.9,0.336,3.4,6.3,0.531,2.3,3.3,0.712,2.4,8.7,11,2.7,1,1.1,1.8,3.6,11.9
492,Nikola Vucevic,vucevni01,C,28,ORL,80,80,2510,10.1,19.4,0.518,1.2,3.3,0.364,8.8,16.1,0.549,2.6,3.3,0.789,3.2,10.6,13.8,4.4,1.2,1.3,2.3,2.3,23.9
493,Dwyane Wade,wadedw01,SG,37,MIA,72,2,1885,7.9,18.3,0.433,1.6,5,0.33,6.3,13.3,0.472,3.2,4.4,0.708,1.3,4.1,5.4,5.7,1.1,0.7,3.2,2.3,20.7
494,Moritz Wagner,wagnemo01,C,21,LAL,43,5,446,5.7,13.8,0.415,1.8,6.2,0.286,4,7.6,0.521,3.5,4.3,0.811,1.4,5.5,6.9,1.9,0.9,1,3.1,4.6,16.7
495,Dion Waiters,waitedi01,SG,27,MIA,44,28,1138,6.3,15.1,0.414,3.4,9.1,0.377,2.8,6,0.471,0.7,1.4,0.5,0.2,3.4,3.7,3.8,0.9,0.3,2,2.3,16.7
496,Kemba Walker,walkeke02,PG,28,CHO,82,82,2863,9.2,21.2,0.434,3.3,9.2,0.356,5.9,12,0.494,4.8,5.7,0.844,0.7,3.9,4.5,6.1,1.3,0.4,2.7,1.6,26.4
497,Lonnie Walker,walkelo01,SG,20,SAS,17,0,118,4.9,14,0.348,1.5,4,0.385,3.4,10.1,0.333,2.4,3.1,0.8,0,5.2,5.2,2.7,2.1,0.9,1.2,2.1,13.7
498,John Wall,walljo01,PG,28,WAS,32,32,1104,8,18,0.444,1.7,5.5,0.302,6.3,12.5,0.507,4,5.7,0.697,0.5,3.3,3.8,9.1,1.6,0.9,3.9,2.3,21.6
499,Tyrone Wallace,wallaty01,PG,24,LAC,62,0,628,5.3,12.4,0.424,0.2,1.1,0.211,5,11.4,0.444,1.7,3.3,0.526,1.1,4.6,5.8,2.4,1.2,0.4,2.1,4.8,12.5
500,Taurean Prince,princta02,SF,24,ATL,55,47,1552,6.1,13.8,0.441,2.9,7.3,0.39,3.2,6.5,0.498,2.2,2.7,0.819,0.5,4.1,4.6,2.7,1.2,0.4,2.3,3.3,17.2
501,Brad Wanamaker,wanambr01,PG,29,BOS,36,0,343,5.2,11,0.476,1.7,4.1,0.41,3.6,6.9,0.515,2.5,2.9,0.857,0.3,4,4.3,5.9,1.3,0.2,2,3.6,14.7
502,T.J. Warren,warretj01,SF,25,PHO,43,36,1360,7.9,16.2,0.486,2,4.8,0.428,5.8,11.4,0.51,2.7,3.3,0.815,0.8,3.8,4.6,1.7,1.4,0.8,1.4,3.2,20.4
503,Julian Washburn,washbju01,SF,27,MEM,18,3,254,2.3,6.8,0.333,0.7,3.4,0.208,1.6,3.4,0.458,0.4,0.6,0.75,1.1,4.7,5.8,2,1.8,0.3,1,2.3,5.7
504,Yuta Watanabe,watanyu01,SF,24,MEM,15,0,174,3.1,10.6,0.294,0.4,3.3,0.125,2.7,7.2,0.371,1.4,2.1,0.7,0.8,5.6,6.4,1.7,0.8,0.2,1.2,2.3,8.1
505,Thomas Welsh,welshth01,C,22,DEN,11,0,36,7,13,0.538,3,7,0.429,4,6,0.667,1,2,0.5,0,4,4,5,0,0,1,3,18
506,Russell Westbrook,westbru01,PG,30,OKC,73,73,2630,8.6,20.2,0.428,1.6,5.6,0.29,7,14.5,0.481,4.1,6.2,0.656,1.5,9.6,11,10.7,1.9,0.5,4.4,3.4,22.9
507,Derrick White,whitede01,PG,24,SAS,67,55,1728,5.4,11.3,0.479,1,3,0.338,4.4,8.4,0.529,2,2.6,0.772,0.7,4.4,5.1,5.5,1.4,1,2,3,13.8
508,Okaro White,whiteok01,PF,26,WAS,3,0,6,0,12,0,0,12,0,0,0,,0,0,,6,6,12,0,0,0,0,0,0
509,Hassan Whiteside,whiteha01,C,29,MIA,72,53,1674,8.3,14.6,0.571,0,0.3,0.125,8.3,14.3,0.581,2.3,5.2,0.449,5.5,12,17.6,1.2,1,2.9,2.1,4.1,19.1
510,Andrew Wiggins,wiggian01,SF,23,MIN,73,73,2543,7,17.1,0.412,1.7,4.9,0.339,5.4,12.2,0.441,2.9,4.2,0.699,1.2,3.8,5,2.6,1,0.7,2,2.2,18.7
511,Alan Williams,willial03,PF,26,BRK,5,0,26,11.1,18,0.615,0,1.4,0,11.1,16.6,0.667,2.8,5.5,0.5,5.5,20.8,26.3,4.2,1.4,0,1.4,2.8,24.9
512,C.J. Williams,willicj01,SG,28,MIN,15,0,128,4.8,9.8,0.486,1.4,4.5,0.313,3.4,5.3,0.632,0,0.3,0,0.3,2,2.3,3.4,1.7,0,1.4,4.5,11
513,Johnathan Williams,willijo04,C,23,LAL,24,0,372,6.3,10.6,0.591,0,0.2,0,6.3,10.5,0.602,2.6,4.6,0.563,4.6,4.9,9.6,1.3,0.8,0.7,1.5,6,15.2
514,Kenrich Williams,willike04,SF,24,NOP,46,29,1079,3.6,9.3,0.384,1.7,5.2,0.333,1.8,4.1,0.447,0.4,0.6,0.684,1.8,5.5,7.3,2.8,1.5,0.6,1.2,3.2,9.3
515,Lou Williams,willilo02,SG,32,LAC,75,1,1993,8.7,20.6,0.425,1.9,5.3,0.361,6.8,15.3,0.447,7.7,8.8,0.876,0.7,3.3,4,7.3,1,0.2,3.3,1.4,27.1
516,Marvin Williams,willima02,PF,32,CHO,75,75,2133,4.6,11,0.422,2.4,6.4,0.366,2.3,4.6,0.5,1.1,1.5,0.767,1.3,5.6,6.9,1.6,1.2,1,0.8,2.6,12.8
517,Robert Williams,williro04,C,21,BOS,32,2,283,4.6,6.5,0.706,0,0,,4.6,6.5,0.706,1.1,1.9,0.6,3.4,6.9,10.3,0.9,1.1,5.1,1.3,4.6,10.3
518,Troy Williams,willitr02,SF,24,SAC,21,0,312,5.1,11.3,0.449,1.6,5.1,0.318,3.5,6.2,0.556,1,1.7,0.6,1.4,5.4,6.8,1.3,1.2,0.9,1,4.3,12.8
519,D.J. Wilson,wilsodj01,PF,22,MIL,48,3,882,4.2,10.2,0.414,1.9,5.2,0.362,2.4,5.1,0.468,1.1,1.9,0.553,1.8,7.2,9.1,2.1,0.7,0.8,1.3,3.5,11.4
520,Justise Winslow,winslju01,SF,22,MIA,66,52,1959,6,13.8,0.433,1.8,4.7,0.375,4.2,9.1,0.462,1.6,2.5,0.628,1.2,5.4,6.5,5.2,1.3,0.3,2.6,3.3,15.3
521,Christian Wood,woodch01,PF,23,TOT,21,2,251,8.7,16.8,0.521,1.3,3.7,0.346,7.5,13.1,0.571,5.9,8,0.732,2.4,9.5,11.9,1.1,1,1.4,2.4,2.4,24.7
522,Delon Wright,wrighde01,PG,26,TOT,75,13,1699,5.1,11.8,0.434,1.1,3.6,0.298,4.1,8.3,0.492,2.5,3.2,0.793,1.4,4.2,5.6,5.3,1.9,0.6,1.6,2.2,13.8
523,Guerschon Yabusele,yabusgu01,PF,23,BOS,41,1,251,5,11,0.455,1.3,4,0.321,3.7,7,0.531,2.2,3.2,0.682,3.3,4.3,7.6,2.2,1.1,1,2.2,4.6,13.5
524,Nick Young,youngni01,SG,33,DEN,4,0,37,2.9,8.8,0.333,2.9,7.8,0.375,0,1,0,0,0,,0,1,1,1.9,0,1,1.9,3.9,8.8
525,Thaddeus Young,youngth01,PF,30,IND,81,81,2489,6.4,12.2,0.527,0.7,2.1,0.349,5.7,10.1,0.564,1.3,2,0.644,2.8,4.8,7.6,3,1.8,0.5,1.8,2.8,14.8
526,Trae Young,youngtr01,PG,20,ATL,81,81,2503,7.6,18.1,0.418,2.2,6.9,0.324,5.3,11.1,0.477,4.9,6,0.829,0.9,3.4,4.3,9.4,1,0.2,4.4,2,22.3
527,Cody Zeller,zelleco01,C,26,CHO,49,47,1243,5.5,10,0.551,0.2,0.6,0.273,5.3,9.4,0.57,3.2,4.1,0.787,3.2,6.5,9.6,3,1.1,1.2,1.8,4.7,14.4
528,Tyler Zeller,zellety01,C,29,TOT,6,1,93,6.2,11.6,0.533,0,0.4,0,6.2,11.2,0.552,5.4,7,0.778,4.3,5,9.3,1.5,0.4,1.2,1.5,7.7,17.8
529,Ante Zizic,zizican01,C,22,CLE,59,25,1082,6.1,11,0.553,0,0,,6.1,11,0.553,3.1,4.4,0.705,3.6,7.1,10.6,1.8,0.4,0.7,2,3.8,15.3
530,Ivica Zubac,zubaciv01,C,21,TOT,59,37,1040,7.3,13.1,0.559,0,0,,7.3,13.1,0.559,3.5,4.4,0.802,4,8.6,12.5,2.2,0.5,1.8,2.4,4.7,18.2
